N,P,K,temperature,humidity,ph,rainfall,label
81.19,137.13,98.13,24.86,113.73,6.37,74.89,rice
26.35,27.83,87.63,25.07,103.58,5.61,31.98,rice
153.84,57.85,-0.4,33.65,83.72,6.01,68.46,grapes
67.12,67.86,80.54,20.01,81.75,4.99,99.53,jute
70.65,35.2,31.28,23.4,88.95,5.97,199.22,mothbeans
48.91,82.57,39.36,24.63,94.87,7.07,199.63,chickpea
3.64,151.52,118.36,16.4,70.18,7.06,155.29,cotton
23.94,24.46,-19.66,30.44,40.37,6.64,83.65,mango
99.95,34.25,20.02,24.01,65.06,6.49,96.24,pigeonpeas
83.25,67.87,9.17,24.53,57.04,7.29,96.35,kidneybeans
35.65,67.42,59.08,23.99,105.46,6.53,69.43,coffee
35.66,81.58,45.74,25.12,58.86,5.81,166.35,chickpea
-4.21,48.85,-63.04,31.78,88.63,5.86,228.17,grapes
9.12,63.33,93.81,22.59,39.66,6.68,112.62,coconut
-0.3,40.66,101.88,18.76,71.49,6.16,125.05,apple
57.29,56.28,-26.46,26.74,79.38,7.32,169.54,maize
64.03,23.1,38.58,24.2,28.59,7.4,35.87,jute
95.01,29.96,2.39,25.84,98.23,6.64,111.66,Paddy
73.19,61.51,7.66,27.56,66.08,6.17,110.41,orange
73.51,26.79,81.68,24.91,79.22,7.49,28.72,mungbean
51.14,34.89,42.44,28.51,69.49,6.88,100.65,banana
25.72,34.14,-37.18,12.81,66.25,6.18,192.08,coffee
41.85,16.54,87.79,33.58,73.06,5.82,27.82,kidneybeans
7.46,74.91,69.55,33.78,79.34,6.81,82.24,mothbeans
65.24,20.38,21.12,22.97,114.55,8.24,38.04,grapes
8.51,103.15,91.15,22.9,64.24,5.14,67.34,Paddy
34.01,97.9,0.11,28.2,43.33,5.73,137.12,mango
55.41,-33.19,83.59,29.12,50.46,6.73,140.16,apple
52.22,21.87,153.18,17.46,44.21,6.18,83.2,muskmelon
29.85,29.87,59.03,23.58,69.72,6.77,179.22,cotton
47.65,110.61,109.23,34.41,44.24,6.41,167.19,lentil
72.49,35.43,123.47,26.59,128.22,5.23,116.99,muskmelon
81.38,60.42,105.48,33.26,46.79,4.98,2.89,coffee
77.3,85.89,55.73,25.67,82.13,6.97,64.4,cotton
80.85,47.88,56.86,20.36,68.41,7.85,31.99,jute
5.55,85.87,79.24,22.5,56.96,6.56,140.35,rice
41.13,3.7,-7.74,24.36,64.99,6.09,119.21,blackgram
-2.07,45.64,10.17,17.95,93.45,6.95,69.75,cotton
51.41,22.62,121.08,16.63,117.98,7.06,73.56,muskmelon
63.29,70.03,41.1,25.88,80.67,6.78,34.33,grapes
53.64,61.18,37.65,16.07,65.08,6.07,84.27,mango
78.55,69.49,103.37,26.52,77.28,6.49,152.64,apple
19.67,20.73,42.33,24.87,55.71,5.3,-10.41,cotton
-7.14,73.96,99.35,26.11,84.86,6.79,29.46,maize
55.89,21.73,-6.08,26.03,65.26,7.01,144.48,pigeonpeas
-23.47,16.15,-29.73,28.62,47.88,6.3,88.23,jute
15.4,58.56,55.84,26.96,75.85,6.43,64.62,papaya
60.71,72.54,128.76,20.22,67.51,6.75,34.86,coffee
36.96,56.76,45.38,24.34,51.49,6.15,78.83,kidneybeans
108.74,55.25,79.99,23.26,63.75,6.48,103.22,banana
23.44,-22.74,90.15,32.82,77.91,6.36,136.19,grapes
78.75,98.58,69.84,31.51,92.39,6.65,209.26,cotton
101.8,-8.37,138.12,31.94,78.46,5.72,147.18,mothbeans
94.53,37.35,12.19,24.08,91.35,6.69,34.9,mango
92.61,-15.7,31.16,23.73,101.47,5.72,125.17,coconut
36.58,40.48,144.51,26.03,76.98,6.6,66.83,mungbean
66.18,54.49,82.21,22.02,123.11,6.35,-57.81,maize
66.06,74.28,-1.55,22.83,98.15,5.89,123.15,grapes
43.36,45.81,94.32,26.61,93.49,7.08,103.54,pigeonpeas
108.04,53.05,47.1,25.07,74.59,5.88,119.36,pigeonpeas
55.36,43.64,61.8,15.66,54.67,5.01,27.87,papaya
83.18,73.79,4.27,23.3,87.38,6.68,196.25,rice
106.14,68.38,76.33,31.7,106.25,5.99,144.34,coffee
92.02,37.4,38.86,17.35,58.57,6.08,132.59,lentil
137.45,29.86,36.41,14.51,76.33,5.87,171.78,blackgram
110.73,0.91,80.01,28.49,58.92,6.96,150.47,banana
-6.84,87.89,141.37,14.89,32.02,6.7,141.88,mango
64.82,84.45,83.7,24.19,31.87,7.18,106.22,cotton
88.15,59.49,67.29,22.42,70.67,6.02,80.97,muskmelon
41.71,55.05,49.95,27.84,97.36,6.34,63.47,muskmelon
126.92,71.73,85.59,22.97,55.23,4.98,46.42,cotton
67.87,26.75,89.7,28.27,77.56,6.75,110.43,orange
37.47,73.74,-22.58,35.41,86.77,6.54,96.47,coconut
39.12,77.67,137.49,27.42,95.19,7.34,10.0,maize
45.27,79.52,64.7,21.39,53.37,7.02,129.06,muskmelon
7.46,67.31,87.41,26.6,38.22,6.69,24.52,orange
18.66,6.49,90.29,24.44,92.15,6.4,155.89,blackgram
81.31,68.34,12.52,26.83,65.85,7.87,152.9,Arecanut
74.59,108.05,94.71,31.56,79.48,8.27,95.72,lentil
113.08,35.69,140.65,23.44,71.26,5.86,139.21,apple
40.31,33.23,29.33,22.59,66.15,6.65,2.83,rice
-30.74,66.01,82.82,30.76,32.32,6.36,162.94,lentil
98.98,75.4,-33.79,26.95,90.13,5.54,90.43,kidneybeans
51.29,4.78,115.75,28.16,79.76,5.34,64.47,banana
37.52,44.52,110.82,21.26,79.78,5.81,118.73,kidneybeans
-76.56,96.2,62.4,26.55,76.31,6.26,47.12,blackgram
89.71,33.74,52.62,19.02,60.19,6.39,157.42,maize
60.22,71.2,74.78,32.78,62.55,7.01,99.19,grapes
109.2,63.78,0.66,30.18,100.22,7.67,79.95,maize
62.69,80.79,67.68,21.77,36.97,7.28,163.04,grapes
63.59,78.57,68.22,27.81,84.01,5.7,148.34,muskmelon
88.08,88.85,-28.93,30.26,76.05,6.46,90.98,coffee
-14.78,18.53,21.54,30.78,42.34,7.46,99.87,grapes
60.77,37.18,58.7,33.15,125.6,6.37,236.46,watermelon
118.91,60.5,34.49,26.59,61.5,7.08,115.72,grapes
94.17,68.09,77.17,23.06,63.85,6.25,98.64,kidneybeans
45.28,105.4,95.12,24.91,89.79,7.08,3.72,watermelon
2.23,16.29,93.73,25.98,91.23,6.33,189.24,lentil
108.2,47.42,57.75,29.56,78.51,6.72,48.03,coffee
65.89,67.21,117.9,15.64,104.98,6.55,143.38,muskmelon
-30.41,15.16,88.62,12.84,78.93,7.82,88.75,grapes
89.02,92.91,109.15,22.92,56.67,6.09,22.49,mungbean
2.93,75.05,121.64,28.63,90.08,7.76,115.94,Paddy
36.82,8.75,132.32,34.01,87.16,7.39,108.6,pigeonpeas
3.54,43.12,79.65,23.48,76.99,7.38,86.95,pigeonpeas
99.92,11.39,60.18,22.81,55.13,5.31,117.27,papaya
44.26,66.92,136.69,21.98,99.47,7.1,178.35,maize
45.45,35.23,82.89,29.97,61.71,6.84,79.55,Arecanut
75.15,65.25,-0.1,24.47,55.96,5.88,-1.15,pigeonpeas
18.62,57.94,73.29,20.56,53.23,7.06,71.0,kidneybeans
11.3,48.49,31.01,25.74,99.65,8.06,-22.49,banana
39.87,73.59,-72.72,27.32,100.76,5.54,74.97,Paddy
13.03,61.05,40.23,36.53,89.72,6.33,79.45,apple
13.46,10.15,87.73,26.16,66.2,6.35,98.89,mungbean
34.56,26.14,133.07,25.69,57.53,5.26,177.81,watermelon
84.73,65.99,68.26,29.14,94.99,6.07,122.08,pomegranate
70.82,84.79,74.72,26.84,88.76,8.29,62.03,jute
77.4,19.83,50.32,30.07,144.92,6.51,46.25,pomegranate
51.57,38.62,78.15,22.96,58.69,7.48,111.93,coffee
71.11,99.17,86.01,25.36,62.23,6.76,53.36,mothbeans
37.31,110.15,-30.68,32.47,119.28,6.65,200.38,orange
-39.39,91.28,79.02,22.42,110.46,6.55,182.23,chickpea
33.22,1.38,48.16,35.77,123.48,7.56,135.4,coffee
4.68,14.38,56.45,30.71,48.73,6.65,164.72,watermelon
20.38,40.49,46.27,23.81,63.93,4.71,100.18,cotton
-16.23,41.45,68.25,22.95,84.16,8.0,137.07,cotton
58.72,90.54,57.13,26.05,42.11,9.17,206.29,pigeonpeas
64.7,48.16,18.53,21.91,73.36,7.51,36.14,cotton
42.65,49.34,-29.98,21.82,72.29,7.71,98.91,mungbean
47.23,70.09,26.88,29.04,72.87,5.92,63.21,coconut
47.19,72.28,78.13,18.14,46.49,6.92,75.12,banana
-2.19,-20.37,24.84,27.13,112.61,7.85,116.34,coconut
93.67,53.16,14.91,31.87,92.97,6.13,121.97,maize
57.78,53.51,32.23,24.33,74.02,5.47,61.05,apple
30.0,46.32,63.51,25.92,100.64,8.18,7.82,apple
68.6,75.68,33.65,32.36,84.9,7.9,164.8,coconut
39.39,33.22,13.58,25.0,87.42,7.14,146.99,Arecanut
107.11,45.66,-10.56,16.82,64.0,6.23,128.26,watermelon
19.88,27.8,9.62,28.96,73.58,7.09,91.86,papaya
74.65,-6.19,25.44,28.82,55.78,6.07,95.71,mango
87.43,40.03,-11.14,14.38,96.34,7.22,52.35,banana
96.59,43.53,30.91,36.91,75.48,5.66,173.3,orange
54.16,39.05,41.58,18.06,48.12,7.0,37.85,coconut
87.38,42.31,129.42,20.44,64.76,6.71,63.4,banana
95.68,32.06,33.17,27.75,116.04,6.07,35.99,Arecanut
81.22,-19.74,82.82,17.45,69.6,6.23,98.9,watermelon
-0.33,60.34,85.19,24.04,106.47,6.35,59.57,mango
39.77,47.03,80.91,18.3,67.21,6.69,-33.04,muskmelon
-43.19,106.05,58.8,21.91,103.84,7.04,51.01,kidneybeans
22.93,14.52,66.8,26.37,57.38,5.98,65.49,apple
65.45,79.94,68.89,26.69,61.77,5.85,52.27,lentil
44.64,88.41,28.9,26.67,81.51,5.59,129.42,coconut
89.15,48.98,17.81,21.3,43.7,6.82,71.63,maize
22.65,57.53,97.66,26.02,71.01,6.79,139.56,maize
37.76,34.25,-1.64,17.56,61.08,5.77,88.81,banana
-35.55,51.02,85.86,30.39,62.21,7.07,90.14,mothbeans
2.53,142.97,123.46,28.89,53.81,6.77,7.98,cotton
-3.8,97.71,82.07,34.86,98.61,6.41,133.6,papaya
47.77,68.87,109.26,31.8,62.89,5.6,91.89,mango
65.39,43.62,50.38,33.07,94.82,7.25,58.29,blackgram
56.18,7.18,40.94,32.96,72.3,6.8,99.96,watermelon
15.4,31.25,70.61,20.23,98.55,6.64,148.73,orange
3.7,96.79,21.86,29.82,32.79,6.37,152.33,orange
-17.13,30.68,-29.87,15.75,46.15,6.3,64.44,mothbeans
-4.4,99.14,67.07,27.19,111.72,5.55,145.47,banana
44.85,15.72,-57.15,23.46,74.6,6.49,154.32,mungbean
92.01,76.46,-14.55,32.96,59.64,6.84,99.06,kidneybeans
48.37,56.87,2.24,31.32,67.31,5.18,175.79,banana
102.77,40.8,109.47,25.37,54.3,7.1,88.39,grapes
23.51,42.5,144.85,31.59,86.54,6.18,166.13,coffee
56.54,60.88,85.31,28.95,85.28,5.65,105.87,mango
51.47,78.75,60.44,24.45,127.34,8.39,75.24,orange
27.56,40.62,78.39,23.49,97.16,6.51,160.07,papaya
46.32,88.79,-6.29,33.55,47.27,6.24,-70.97,mango
-41.38,20.71,79.42,19.41,80.45,5.96,117.81,banana
47.43,88.57,114.58,19.21,108.14,6.99,109.48,papaya
51.49,32.33,84.32,28.87,55.26,6.31,225.8,coffee
12.11,36.11,17.71,25.11,81.79,5.91,104.34,coconut
5.87,48.55,-66.47,21.15,122.77,5.34,41.7,Paddy
66.63,67.26,23.66,23.13,48.68,6.63,37.45,kidneybeans
43.8,29.05,-32.27,26.75,25.91,5.34,115.22,kidneybeans
48.29,16.5,0.32,13.51,72.3,5.12,77.7,muskmelon
33.79,48.27,114.42,28.24,87.34,6.31,45.68,apple
90.42,11.52,15.35,32.06,74.67,7.13,81.57,papaya
68.9,58.64,32.49,26.97,106.52,5.89,99.48,rice
52.07,145.28,87.43,24.15,111.78,6.03,125.92,muskmelon
80.8,15.14,63.43,26.24,29.68,6.02,111.55,kidneybeans
-21.26,5.72,-49.31,23.39,56.77,5.99,78.61,orange
86.99,36.14,-7.2,28.34,136.73,5.92,37.95,mothbeans
23.74,40.34,96.48,31.91,63.2,5.7,76.83,kidneybeans
34.1,33.59,72.19,30.58,46.85,6.48,142.08,kidneybeans
112.22,9.37,65.82,23.17,85.28,8.35,59.89,orange
33.69,-17.17,31.48,24.79,73.32,6.17,18.13,cotton
-3.56,94.52,-25.93,25.91,96.44,5.77,117.8,apple
72.19,43.67,53.05,28.45,107.04,6.0,122.66,papaya
51.91,28.78,60.85,26.0,42.58,6.54,136.16,Arecanut
-6.82,63.16,32.2,20.18,70.54,7.54,108.05,Paddy
100.22,52.53,129.52,30.16,63.53,5.73,117.02,orange
15.04,69.73,79.42,25.21,53.52,6.24,129.63,chickpea
5.18,29.23,30.82,26.82,81.74,6.29,92.66,coconut
78.06,60.64,6.32,32.1,79.39,5.96,123.17,mungbean
55.96,92.58,21.91,19.14,138.32,6.66,18.76,watermelon
9.62,43.88,46.5,18.87,58.79,6.69,84.02,watermelon
105.53,62.02,24.95,26.1,84.85,6.57,144.64,coffee
69.3,51.2,-63.76,31.75,73.31,6.48,87.97,pigeonpeas
19.3,-9.92,68.62,21.0,51.03,7.31,117.62,watermelon
35.55,45.75,8.43,32.81,92.84,5.54,58.29,rice
64.07,51.1,29.98,27.08,64.46,5.84,27.16,rice
38.96,63.3,56.95,29.6,85.71,5.68,64.82,chickpea
46.63,96.31,70.41,27.03,98.16,6.32,150.5,pomegranate
12.6,8.65,52.28,17.16,89.12,5.84,116.03,lentil
-11.83,93.24,-0.28,24.84,67.1,6.29,187.13,pomegranate
67.48,9.97,34.11,25.52,60.85,5.74,111.29,jute
48.83,56.27,13.16,23.68,86.35,7.21,119.79,cotton
57.56,72.46,154.76,29.64,83.3,4.79,176.14,rice
63.18,82.5,98.28,14.22,82.82,5.48,77.98,muskmelon
23.12,13.28,73.11,20.72,66.25,6.8,46.47,Paddy
36.8,28.05,114.22,28.5,120.13,5.53,70.43,Paddy
24.74,68.67,157.03,20.73,78.94,6.3,110.8,orange
78.67,55.37,45.84,27.17,68.22,7.45,63.88,rice
66.3,24.27,19.55,26.79,24.02,6.3,116.67,pomegranate
8.75,37.35,114.08,26.94,70.37,6.45,102.76,chickpea
53.28,30.88,102.7,26.61,112.79,6.65,100.65,grapes
4.22,81.64,21.75,25.01,90.83,5.34,89.57,kidneybeans
24.13,-31.71,39.31,26.18,83.38,6.39,70.5,grapes
48.7,0.7,-25.49,24.21,103.75,6.2,126.89,kidneybeans
50.16,36.26,15.33,30.97,2.4,6.99,179.35,blackgram
38.65,141.06,62.43,32.24,37.59,7.36,220.17,coffee
30.3,52.82,60.22,24.52,103.7,6.46,102.55,muskmelon
26.85,20.02,31.78,18.99,30.22,7.33,140.18,pigeonpeas
3.25,100.37,78.88,25.06,80.01,7.27,158.28,mothbeans
39.83,93.12,-18.07,26.15,96.86,6.91,72.74,maize
24.56,55.77,40.44,26.34,55.11,6.49,70.8,jute
29.98,53.79,23.16,25.47,74.46,6.3,112.39,lentil
86.09,104.68,-73.49,21.49,67.32,5.91,89.26,rice
7.16,70.54,33.37,20.31,79.94,6.41,139.15,lentil
53.85,3.84,28.21,26.14,94.34,6.68,20.8,cotton
85.2,60.03,85.85,29.63,124.38,6.79,39.86,mothbeans
55.19,78.24,98.23,23.21,76.09,5.9,112.02,Paddy
30.73,59.93,-53.96,24.51,6.75,6.27,95.42,mungbean
56.35,25.06,30.82,17.61,77.36,6.77,83.73,watermelon
100.92,53.6,70.54,19.0,75.75,5.83,159.25,pigeonpeas
85.12,20.08,22.91,28.35,58.17,5.93,127.24,Arecanut
26.92,46.42,8.6,27.0,71.18,6.1,129.43,blackgram
43.72,57.3,27.38,23.58,98.65,6.5,248.1,lentil
40.89,41.79,138.58,38.06,95.97,5.88,74.26,chickpea
19.15,61.74,110.2,23.82,85.0,7.25,183.75,chickpea
65.24,31.87,24.38,26.85,62.4,6.88,76.64,mothbeans
64.45,66.78,43.85,28.81,109.69,5.93,55.88,chickpea
-9.54,37.05,42.58,27.61,70.38,6.58,12.35,chickpea
138.42,21.97,123.56,17.79,15.66,4.86,12.85,papaya
7.3,0.88,-48.26,23.03,52.29,7.2,59.08,coconut
62.46,58.64,47.59,22.36,96.82,6.79,67.21,mungbean
-1.94,26.89,64.25,29.15,19.69,6.33,166.9,muskmelon
78.36,56.95,-17.38,28.8,75.33,5.54,90.0,coffee
51.78,101.46,64.72,17.34,86.36,4.95,60.45,mungbean
114.35,44.44,105.67,29.18,45.23,5.59,131.29,coffee
65.06,61.59,-21.5,23.08,49.23,5.92,107.64,lentil
48.93,18.26,30.18,28.73,108.32,6.89,124.5,rice
59.42,38.61,-4.96,27.09,78.65,5.88,129.99,coffee
45.96,31.73,45.06,37.45,67.86,6.28,76.16,grapes
70.87,64.35,52.5,20.14,23.0,5.96,177.99,orange
95.47,44.33,13.3,23.55,112.96,6.07,96.4,coffee
-15.27,37.67,71.33,31.67,102.58,6.52,177.9,banana
25.91,101.09,-105.2,22.08,22.8,5.36,211.09,muskmelon
64.07,88.09,18.68,23.71,80.79,6.16,72.9,kidneybeans
26.46,98.78,14.61,24.4,55.18,6.85,88.89,papaya
18.31,44.03,95.69,33.21,37.12,6.66,90.03,coconut
179.49,23.09,25.62,32.41,55.64,5.7,176.34,jute
50.05,71.64,125.66,18.23,74.27,5.98,6.38,mothbeans
51.03,55.7,100.59,25.17,38.93,7.79,46.54,grapes
93.92,45.39,118.86,22.28,63.39,7.06,76.52,coffee
97.82,49.53,74.32,26.81,84.17,6.08,51.01,Paddy
31.42,50.24,50.86,15.49,70.52,7.01,106.5,Paddy
87.37,15.02,92.61,27.73,90.22,5.91,194.3,watermelon
45.96,90.35,52.28,32.13,24.86,5.3,162.97,blackgram
41.53,44.57,-4.54,23.6,87.05,6.95,45.23,kidneybeans
-1.41,39.91,70.25,27.88,54.71,7.36,183.4,coconut
48.28,13.02,-22.88,26.84,58.55,5.23,103.06,rice
48.54,40.96,-9.33,20.01,49.72,6.82,94.01,blackgram
61.95,45.46,25.18,31.27,92.43,4.94,133.59,chickpea
106.08,12.94,21.96,23.72,72.98,6.25,127.72,jute
66.09,22.63,165.48,21.04,61.1,6.38,100.45,coffee
77.65,70.51,12.59,29.75,99.25,5.76,125.83,mango
33.06,53.88,80.59,16.55,57.67,6.99,131.47,jute
29.42,-1.66,22.77,21.97,104.41,6.67,80.41,grapes
-11.67,78.36,19.41,22.41,54.22,6.28,75.75,mango
50.89,58.45,7.75,28.52,76.03,5.94,91.54,chickpea
39.1,40.11,83.07,36.06,81.73,6.57,122.76,pomegranate
39.32,82.61,110.91,27.8,91.66,6.5,62.14,banana
94.22,27.0,-16.18,31.54,46.73,6.45,160.19,papaya
55.02,117.14,105.97,26.26,60.71,6.51,121.99,jute
70.66,71.64,-56.01,23.29,72.49,6.63,59.16,chickpea
60.77,82.44,110.22,30.05,107.9,7.59,22.43,maize
52.02,87.98,-5.18,17.52,53.29,7.13,168.68,apple
26.2,82.47,-10.59,22.07,45.4,5.87,118.9,coconut
101.17,37.44,-4.52,28.2,72.02,7.17,114.46,muskmelon
87.0,30.77,156.9,28.54,43.37,6.78,-5.78,watermelon
42.51,69.96,56.13,20.27,38.2,6.73,148.8,mungbean
4.0,37.36,34.05,27.59,71.35,6.1,47.47,chickpea
12.37,85.49,49.63,30.97,62.32,6.67,183.54,mungbean
99.3,89.04,23.92,27.97,76.52,5.83,62.84,lentil
73.62,21.67,-16.53,23.01,39.14,6.58,139.77,chickpea
70.19,11.21,49.78,20.83,80.32,5.75,38.18,Arecanut
60.67,65.51,59.74,22.87,21.83,6.44,58.93,orange
33.47,37.6,96.16,16.48,55.69,6.19,172.2,lentil
56.91,86.62,97.3,21.82,49.58,5.5,110.08,maize
26.17,76.58,-7.76,29.1,121.71,7.67,93.74,banana
106.98,48.58,-13.1,25.61,61.47,7.01,87.51,apple
74.4,81.31,-1.07,18.74,58.97,7.07,59.04,papaya
2.01,38.57,-32.76,12.84,90.2,8.0,150.75,Paddy
18.88,29.64,89.72,28.22,59.84,6.0,147.61,pigeonpeas
-20.13,62.94,54.39,23.96,40.66,6.85,186.9,coconut
1.94,15.9,100.08,27.08,79.32,5.65,107.4,Paddy
87.98,86.02,50.06,29.04,83.25,5.41,130.38,muskmelon
12.22,62.77,19.4,25.47,78.53,6.6,127.27,mungbean
27.04,64.49,-4.7,23.42,123.48,6.23,98.45,Arecanut
26.32,13.0,-28.93,22.35,54.17,6.26,131.6,jute
105.23,67.22,-72.05,30.07,75.59,5.48,183.47,mungbean
8.29,64.07,9.63,25.97,93.46,6.82,103.63,mungbean
63.21,56.01,35.73,20.13,94.28,6.97,35.26,chickpea
33.61,42.1,6.85,33.98,55.94,6.08,80.87,papaya
74.28,-12.55,68.23,21.24,87.15,5.94,149.05,banana
54.69,41.84,24.42,16.8,99.4,4.6,96.15,grapes
-2.22,56.92,105.6,25.02,44.95,5.07,31.33,pomegranate
17.15,56.6,85.77,34.35,86.68,5.89,142.91,jute
34.85,41.05,66.7,13.54,58.75,6.25,-21.19,papaya
105.1,18.05,89.94,31.94,16.49,7.24,111.45,maize
41.17,86.56,24.56,29.18,79.84,7.59,47.86,Arecanut
74.25,-7.23,-33.59,26.92,29.86,6.17,210.48,orange
111.51,37.21,69.87,20.01,67.26,6.64,207.87,coconut
3.66,61.34,97.51,25.12,53.33,7.58,83.2,banana
87.18,26.44,19.05,26.94,39.98,6.1,88.18,pomegranate
55.06,40.0,68.76,19.26,107.49,7.24,85.24,papaya
-5.09,52.0,-20.71,32.65,83.9,5.03,111.47,watermelon
59.94,35.12,62.89,38.55,70.52,7.14,175.35,mango
77.67,128.52,19.68,21.18,57.71,6.23,110.48,maize
45.53,22.16,89.59,32.71,97.83,4.94,-14.51,mothbeans
85.4,42.65,132.09,24.48,51.04,7.0,113.92,banana
-34.28,66.62,65.66,16.61,83.23,6.37,91.16,rice
71.38,66.58,60.84,25.29,60.52,5.81,29.19,pigeonpeas
66.37,19.95,79.88,32.31,44.49,5.56,-84.63,muskmelon
-5.78,115.18,-32.14,21.44,91.72,6.54,54.09,grapes
54.31,21.83,142.72,35.23,93.2,4.36,133.6,coffee
76.16,64.52,146.42,16.83,51.65,6.19,115.2,blackgram
66.12,53.98,16.13,27.32,55.86,6.61,78.66,papaya
16.03,81.91,28.69,25.18,44.44,6.77,116.58,pomegranate
18.66,120.61,1.73,23.35,89.6,7.61,89.81,blackgram
63.55,82.58,24.91,30.7,86.21,6.51,148.87,pigeonpeas
29.81,57.97,42.28,23.59,56.35,7.15,116.04,watermelon
15.77,46.54,77.72,22.03,64.15,6.48,78.49,rice
16.15,91.61,38.5,30.62,64.72,6.31,137.56,papaya
68.26,57.26,228.58,23.18,43.33,6.97,145.4,blackgram
52.7,19.24,11.75,10.99,65.92,5.59,132.87,apple
37.18,42.35,-1.09,16.16,89.48,6.85,-8.8,kidneybeans
33.43,31.05,63.1,38.78,75.88,6.36,69.25,grapes
40.02,38.14,31.12,32.71,104.34,6.56,23.09,rice
42.29,101.61,-24.38,20.99,49.48,5.92,64.71,jute
77.85,87.78,67.38,19.66,80.35,7.54,125.24,Arecanut
94.22,45.68,9.56,29.33,72.85,7.22,162.18,lentil
62.15,69.56,171.17,25.34,107.5,6.45,114.69,apple
16.57,24.34,127.44,16.8,96.91,6.98,136.1,coffee
33.27,53.49,30.13,23.65,57.73,7.97,102.24,Arecanut
34.64,113.53,72.33,23.28,44.02,5.36,78.09,blackgram
-38.68,90.38,53.92,20.44,87.62,6.97,-31.47,grapes
133.03,27.58,70.5,28.08,39.25,7.03,188.71,mothbeans
59.69,43.02,59.83,25.27,140.65,6.1,179.95,apple
10.53,49.25,95.17,24.89,61.17,7.52,113.52,mango
45.91,63.87,64.0,32.15,50.33,6.47,60.54,apple
53.44,55.26,34.8,25.73,70.07,6.86,53.51,pomegranate
42.88,39.73,93.24,33.79,40.34,7.22,64.59,jute
59.84,61.24,8.83,18.68,66.1,6.64,73.54,mango
53.61,65.54,41.48,23.75,71.35,7.05,140.54,papaya
43.89,53.24,66.49,20.42,32.87,6.77,19.2,blackgram
54.8,-12.92,16.46,20.46,106.91,5.55,66.75,rice
37.79,66.16,69.77,28.61,98.91,6.05,91.82,coconut
94.59,49.52,102.56,26.02,60.83,6.29,129.63,cotton
50.0,58.88,30.17,24.85,59.01,6.88,122.52,papaya
111.06,88.19,39.87,27.69,53.81,6.64,151.75,apple
92.26,43.66,87.56,24.91,66.68,7.13,168.11,watermelon
60.17,8.8,45.92,27.15,83.28,6.67,120.96,papaya
-17.34,20.98,121.5,24.55,93.11,5.41,29.1,Paddy
50.37,55.51,108.86,29.04,40.8,5.39,57.81,mungbean
87.55,50.43,-2.71,20.97,7.16,6.73,88.37,Arecanut
16.56,28.39,61.75,30.28,70.93,6.42,84.38,watermelon
38.22,33.43,12.72,19.25,101.64,6.31,159.72,orange
-9.37,41.49,77.63,26.32,68.02,6.0,122.04,apple
65.98,26.18,71.35,17.98,76.72,6.36,303.4,rice
109.6,18.54,0.57,37.58,73.32,4.24,32.68,apple
-2.02,19.51,55.57,23.11,59.04,5.62,91.7,Arecanut
54.97,49.88,-20.51,22.29,86.02,6.66,45.97,watermelon
11.17,86.36,26.72,25.06,102.56,7.66,189.02,cotton
48.16,-7.05,167.41,20.18,46.22,7.46,48.76,mothbeans
2.63,33.86,-60.9,30.11,79.84,6.02,110.95,chickpea
60.32,31.66,132.76,26.97,57.31,7.91,190.85,maize
58.56,16.77,-14.68,23.41,69.03,6.15,104.6,lentil
-4.18,31.16,-0.63,30.61,86.83,7.49,187.24,kidneybeans
9.99,14.58,-48.31,21.66,48.55,6.15,55.15,cotton
102.02,28.12,62.44,26.66,83.66,6.68,223.28,chickpea
67.49,126.82,29.22,23.21,51.44,5.95,139.68,mungbean
97.81,70.81,33.62,27.38,63.77,7.97,123.05,blackgram
49.53,55.21,20.17,26.01,78.12,5.9,148.31,rice
-14.29,41.48,91.28,36.49,53.43,7.12,14.89,apple
27.02,50.21,107.15,20.06,55.25,6.1,71.0,mango
21.81,13.32,46.46,23.35,85.76,7.85,130.2,pigeonpeas
24.15,39.35,56.21,26.1,102.44,5.5,160.2,papaya
87.46,69.37,10.16,26.66,58.84,6.65,66.81,chickpea
55.72,22.88,57.77,22.05,59.89,6.78,119.25,apple
14.38,95.37,117.78,28.07,104.44,6.82,184.93,pomegranate
72.13,46.25,-12.14,22.48,68.93,7.53,-41.41,Paddy
-47.78,50.69,15.85,23.38,85.39,4.73,117.37,jute
24.18,77.78,37.26,28.79,48.8,6.35,143.68,Arecanut
24.24,101.03,35.03,25.46,12.38,5.48,133.09,Paddy
129.77,23.11,80.53,27.73,54.65,6.5,164.27,cotton
4.1,40.74,88.21,27.08,59.21,6.99,96.37,apple
81.26,26.33,101.54,23.31,51.19,6.55,65.96,muskmelon
20.1,26.16,-58.73,17.57,96.65,6.33,85.63,pigeonpeas
136.9,88.08,30.52,28.85,95.21,6.94,180.95,coconut
34.67,77.9,25.12,26.17,68.07,5.88,44.17,muskmelon
45.77,69.53,-13.13,27.43,48.72,7.18,206.51,jute
69.44,42.36,35.89,26.83,82.59,5.03,63.69,kidneybeans
22.76,42.94,97.42,24.02,62.81,6.34,39.04,orange
64.84,63.85,2.66,20.99,72.05,6.49,88.41,lentil
60.32,35.95,21.28,31.61,99.17,6.21,94.28,banana
57.06,74.66,78.99,28.79,8.04,5.73,89.14,coconut
